name,piste:difficulty,piste:type,geometry,ski_hill
,,,POINT (-117.320552 51.000388),
,,,POINT (-117.318964 50.999524),
,,,POINT (-117.316647 50.998065),
,,,POINT (-117.31596 51.000901),
,,,POINT (-117.314715 51.000712),
,,,POINT (-117.313213 51.00082),
,,,POINT (-117.311239 51.001252),
,,,POINT (-117.309995 51.00136),
,,,POINT (-117.303815 50.996148),
,,,POINT (-117.304545 50.995121),
,,,POINT (-117.309136 50.99296),
,,,POINT (-117.305575 50.996823),
,,,POINT (-117.305918 50.99577),
,,,POINT (-117.305918 50.994041),
,,,POINT (-117.30566 50.993041),
,,,POINT (-117.305102 50.992312),
,,,POINT (-117.304158 50.991826),
,,,POINT (-117.302442 50.991232),
,,,POINT (-117.304802 51.00263),
,,,POINT (-117.303858 51.001603),
,,,POINT (-117.308793 51.001333),
,,,POINT (-117.304802 51.000334),
,,,POINT (-117.303043 51.000226),
,,,POINT (-117.307506 51.000982),
,,,POINT (-117.306562 51.000091),
,,,POINT (-117.305746 50.999065),
,,,POINT (-117.305446 50.998092),
,,,POINT (-117.302699 50.999065),
,,,POINT (-117.302871 50.997768),
,,,POINT (-117.297292 51.000388),
,,,POINT (-117.292657 51.000685),
,,,POINT (-117.334413 51.005141),
,,,POINT (-117.330036 51.003818),
,,,POINT (-117.332268 51.003737),
,,,POINT (-117.322655 51.005303),
,,,POINT (-117.323706 51.005843),
,,,POINT (-117.325208 51.006181),
,,,POINT (-117.326753 51.006194),
,,,POINT (-117.329028 51.006019),
,,,POINT (-117.328255 51.003683),
,,,POINT (-117.321753 51.003939),
,,,POINT (-117.321925 51.004533),
,,,POINT (-117.321153 51.003926),
,,,POINT (-117.320294 51.003791),
,,,POINT (-117.319608 51.003494),
,,,POINT (-117.314801 51.007976),
,,,POINT (-117.310681 51.005951),
,,,POINT (-117.306261 51.003548),
,,,POINT (-117.343726 51.29115),
,,,POINT (-117.343082 51.289272),
,,,POINT (-117.342181 51.288037),
,,,POINT (-117.340551 51.287044),
,,,POINT (-117.33819 51.286319),
,,,POINT (-117.336345 51.28597),
,,,POINT (-117.310467 51.252354),
,,,POINT (-117.309694 51.254878),
,,,POINT (-117.31729 51.262935),
,,,POINT (-117.319393 51.262371),
,,,POINT (-117.321797 51.261324),
,,,POINT (-117.312098 51.264949),
,,,POINT (-117.314372 51.263768),
,,,POINT (-117.315917 51.26315),
,,,POINT (-117.28519 51.248486),
,,,POINT (-117.304673 51.254341),
,,,POINT (-117.30845 51.257161),
,,,POINT (-117.298064 51.257215),
,,,POINT (-117.301455 51.25563),
,,,POINT (-117.308493 51.265191),
,,,POINT (-117.307763 51.263446),
,,,POINT (-117.307549 51.26127),
,,,POINT (-117.307677 51.259471),
,,,POINT (-117.294932 51.258988),
,,,POINT (-117.296004 51.258128),
,,,POINT (-117.28991 51.254395),
,,,POINT (-117.286048 51.255281),
,,,POINT (-117.329135 51.280414),
,,,POINT (-117.329822 51.281354),
,,,POINT (-117.329908 51.282401),
,,,POINT (-117.330251 51.283394),
,,,POINT (-117.331109 51.284199),
,,,POINT (-117.332654 51.284951),
,,,POINT (-117.327204 51.27883),
,,,POINT (-117.328277 51.279501),
,,,POINT (-117.333427 51.285702),
,,,POINT (-117.331495 51.285997),
,,,POINT (-117.334371 51.29056),
,,,POINT (-117.334886 51.289299),
,,,POINT (-117.323728 51.289782),
,,,POINT (-117.327204 51.288064),
,,,POINT (-117.313557 51.28181),
,,,POINT (-117.308064 51.266077),
,,,POINT (-117.308493 51.265594),
,,,POINT (-117.301326 51.271501),
,,,POINT (-117.298536 51.266319),
,,,POINT (-117.297635 51.26742),
,,,POINT (-117.296476 51.268655),
,,,POINT (-117.296991 51.276119),
,,,POINT (-117.295575 51.26938),
,,,POINT (-117.295146 51.270051),
,,,POINT (-117.294459 51.270588),
,,,POINT (-117.29167 51.271796),
,,,POINT (-117.295103 51.269541),
,,,POINT (-117.291927 51.269299),
,,,POINT (-117.288365 51.269353),
,,,POINT (-117.284245 51.269487),
,,,POINT (-117.286563 51.266668),
,,,POINT (-117.287979 51.27381),
,,,POINT (-117.287893 51.274428),
,,,POINT (-117.287765 51.275448),
,,,POINT (-117.287293 51.276441),
,,,POINT (-117.286606 51.277595),
,,,POINT (-117.289353 51.272763),
,,,POINT (-117.288194 51.2733),
,,,POINT (-117.287636 51.273837),
,,,POINT (-117.287507 51.274374),
,,,POINT (-117.287078 51.274964),
,,,POINT (-117.285318 51.275689),
,,,POINT (-117.287421 51.273649),
,,,POINT (-117.285876 51.273676),
,,,POINT (-117.284546 51.273354),
,,,POINT (-117.283259 51.272602),
,,,POINT (-117.305961 51.281971),
,,,POINT (-117.309394 51.281891),
,,,POINT (-117.306046 51.284897),
,,,POINT (-117.30463 51.279501),
,,,POINT (-117.301326 51.279985),
,,,POINT (-117.29682 51.281058),
,,,POINT (-117.304201 51.285273),
,,,POINT (-117.296777 51.290533),
,,,POINT (-117.296648 51.289513),
,,,POINT (-117.296348 51.288386),
,,,POINT (-117.301798 51.285514),
,,,POINT (-117.299566 51.28589),
,,,POINT (-117.297163 51.286829),
,,,POINT (-117.2927 51.282025),
,,,POINT (-117.293644 51.279206),
,,,POINT (-117.292657 51.28028),
,,,POINT (-117.290683 51.281273),
,,,POINT (-117.288837 51.28342),
,,,POINT (-117.288194 51.283233),
,,,POINT (-117.286305 51.279287),
,,,POINT (-117.286563 51.281166),
,,,POINT (-117.286863 51.282347),
,,,POINT (-117.295489 51.286668),
,,,POINT (-117.294846 51.29158),
,,,POINT (-117.294288 51.289486),
,,,POINT (-117.293816 51.286588),
,,,POINT (-117.287464 51.291446),
,,,POINT (-117.285061 51.290023),
,,,POINT (-117.283044 51.248754),
,,,POINT (-117.281027 51.249453),
,,,POINT (-117.27871 51.251011),
,,,POINT (-117.277079 51.251763),
,,,POINT (-117.282057 51.256356),
,,,POINT (-117.278967 51.257403),
,,,POINT (-117.277422 51.258209),
,,,POINT (-117.271972 51.252918),
,,,POINT (-117.278152 51.264036),
,,,POINT (-117.277422 51.263419),
,,,POINT (-117.276778 51.26307),
,,,POINT (-117.281585 51.262559),
,,,POINT (-117.28034 51.261163),
,,,POINT (-117.27901 51.260142),
,,,POINT (-117.277937 51.259686),
,,,POINT (-117.274761 51.264842),
,,,POINT (-117.273602 51.264654),
,,,POINT (-117.272015 51.264224),
,,,POINT (-117.270384 51.26358),
,,,POINT (-117.275963 51.262935),
,,,POINT (-117.274761 51.26264),
,,,POINT (-117.273774 51.261861),
,,,POINT (-117.272873 51.260921),
,,,POINT (-117.276006 51.259525),
,,,POINT (-117.276049 51.259391),
,,,POINT (-117.267294 51.265325),
,,,POINT (-117.266865 51.264842),
,,,POINT (-117.266264 51.264547),
,,,POINT (-117.264977 51.264278),
,,,POINT (-117.268753 51.262506),
,,,POINT (-117.266994 51.26162),
,,,POINT (-117.264118 51.260357),
,,,POINT (-117.261586 51.26358),
,,,POINT (-117.2824 51.271528),
,,,POINT (-117.281456 51.269595),
,,,POINT (-117.282014 51.268709),
,,,POINT (-117.282357 51.276361),
,,,POINT (-117.280169 51.276736),
,,,POINT (-117.277551 51.276817),
,,,POINT (-117.275963 51.277059),
,,,POINT (-117.273602 51.277703),
,,,POINT (-117.2718 51.278508),
,,,POINT (-117.269526 51.266265),
,,,POINT (-117.268925 51.265836),
,,,POINT (-117.267938 51.265567),
,,,POINT (-117.263861 51.277891),
,,,POINT (-117.263475 51.276361),
,,,POINT (-117.263045 51.274266),
,,,POINT (-117.2824 51.288386),
,,,POINT (-117.280426 51.287661),
,,,POINT (-117.277894 51.287366),
,,,POINT (-117.269955 51.279287),
,,,POINT (-117.266736 51.279823),
,,,POINT (-117.265835 51.280844),
,,,POINT (-117.265406 51.279904),
,,,POINT (-117.26459 51.278991),
,,,POINT (-117.257896 51.283635),
,,,POINT (-117.25987 51.28275),
,,,POINT (-117.262445 51.28181),
,,,POINT (-117.256908 51.284306),
,,,POINT (-117.343812 51.293405),
,,,POINT (-117.336602 51.301965),
,,,POINT (-117.338491 51.302287),
,,,POINT (-117.340551 51.30226),
,,,POINT (-117.339349 51.302957),
,,,POINT (-117.333384 51.297645),
,,,POINT (-117.333813 51.296008),
,,,POINT (-117.334113 51.294371),
,,,POINT (-117.33407 51.292036),
,,,POINT (-117.323599 51.298262),
,,,POINT (-117.324672 51.297242),
,,,POINT (-117.325187 51.295605),
,,,POINT (-117.32935 51.301079),
,,,POINT (-117.331667 51.299872),
,,,POINT (-117.33274 51.298825),
,,,POINT (-117.333555 51.299657),
,,,POINT (-117.334929 51.301187),
,,,POINT (-117.329392 51.303897),
,,,POINT (-117.331581 51.30387),
,,,POINT (-117.334585 51.303575),
,,,POINT (-117.324929 51.303038),
,,,POINT (-117.326474 51.302501),
,,,POINT (-117.324028 51.303762),
,,,POINT (-117.317205 51.293083),
,,,POINT (-117.320166 51.291848),
,,,POINT (-117.315488 51.293861),
,,,POINT (-117.319479 51.304004),
,,,POINT (-117.320209 51.302126),
,,,POINT (-117.321067 51.300677),
,,,POINT (-117.322011 51.29955),
,,,POINT (-117.316561 51.301992),
,,,POINT (-117.313471 51.299469),
,,,POINT (-117.30875 51.295552),
,,,POINT (-117.303729 51.292304),
,,,POINT (-117.296906 51.295015),
,,,POINT (-117.296605 51.294103),
,,,POINT (-117.296434 51.293432),
,,,POINT (-117.296691 51.291902),
,,,POINT (-117.295833 51.296222),
,,,POINT (-117.295618 51.293968),
,,,POINT (-117.292957 51.29692),
,,,POINT (-117.290769 51.295095),
,,,POINT (-117.288795 51.292868),
,,,POINT (-117.295618 51.299791),
,,,POINT (-117.294159 51.300274),
,,,POINT (-117.292314 51.301079),
,,,POINT (-117.28991 51.302394),
,,,POINT (-117.294888 51.299013),
,,,POINT (-117.294374 51.298369),
,,,POINT (-117.289181 51.302609),
,,,POINT (-117.287893 51.30277),
,,,POINT (-117.285404 51.302984),
,,,POINT (-117.094169 51.278466),kickinghorse
,,,POINT (-117.090693 51.275927),kickinghorse
,,,POINT (-117.090868 51.275795),kickinghorse
,,,POINT (-117.090324 51.275433),kickinghorse
,,,POINT (-117.089658 51.275214),kickinghorse
,,,POINT (-117.089255 51.275324),kickinghorse
,,,POINT (-117.089168 51.275598),kickinghorse
,,,POINT (-117.088905 51.27573),kickinghorse
,,,POINT (-117.088642 51.275554),kickinghorse
,,,POINT (-117.087222 51.274995),kickinghorse
,,,POINT (-117.087748 51.275203),kickinghorse
,,,POINT (-117.086871 51.275083),kickinghorse
,,,POINT (-117.091667 51.276816),kickinghorse
,,,POINT (-117.091446 51.276991),kickinghorse
,,,POINT (-117.090675 51.276212),kickinghorse
,,,POINT (-117.0905 51.276069),kickinghorse
,,,POINT (-117.088291 51.277008),kickinghorse
,,,POINT (-117.08887 51.277111),kickinghorse
,,,POINT (-117.087134 51.277199),kickinghorse
,,,POINT (-117.089869 51.276168),kickinghorse
,,,POINT (-117.090097 51.276037),kickinghorse
,,,POINT (-117.08908 51.277078),kickinghorse
,,,POINT (-117.08936 51.276749),kickinghorse
,,,POINT (-117.087686 51.277023),kickinghorse
,,,POINT (-117.091637 51.276972),kickinghorse
,,,POINT (-117.087849 51.27689),kickinghorse
,,,POINT (-117.091709 51.276937),kickinghorse
,,,POINT (-117.091201 51.276865),kickinghorse
,,,POINT (-117.089895 51.27709),kickinghorse
,,,POINT (-117.08662 51.276626),kickinghorse
,,,POINT (-117.090764 51.276897),kickinghorse
,,,POINT (-117.089182 51.277101),kickinghorse
,,,POINT (-117.091728 51.27688),kickinghorse
,,,POINT (-117.089421 51.27713),kickinghorse
,,,POINT (-117.090105 51.277458),kickinghorse
,,,POINT (-117.086835 51.277781),kickinghorse
,,,POINT (-117.091122 51.277137),kickinghorse
,,,POINT (-117.090628 51.277311),kickinghorse
,,,POINT (-117.089433 51.277442),kickinghorse
,,,POINT (-117.087774 51.277673),kickinghorse
,,,POINT (-117.086842 51.278531),kickinghorse
,,,POINT (-117.087963 51.27775),kickinghorse
,,,POINT (-117.090398 51.277336),kickinghorse
,,,POINT (-117.090693 51.277673),kickinghorse
,,,POINT (-117.091404 51.277591),kickinghorse
,,,POINT (-117.092216 51.277754),kickinghorse
,,,POINT (-117.09316 51.277969),kickinghorse
,,,POINT (-117.089002 51.277861),kickinghorse
,,,POINT (-117.087994 51.278162),kickinghorse
,,,POINT (-117.085229 51.275684),kickinghorse
,,,POINT (-117.085943 51.275766),kickinghorse
,,,POINT (-117.082264 51.274777),kickinghorse
,,,POINT (-117.086556 51.275258),kickinghorse
,,,POINT (-117.081498 51.277164),kickinghorse
,,,POINT (-117.083194 51.276212),kickinghorse
,,,POINT (-117.084125 51.276253),kickinghorse
,,,POINT (-117.086106 51.275938),kickinghorse
,,,POINT (-117.085467 51.27624),kickinghorse
,,,POINT (-117.086416 51.277495),kickinghorse
,,,POINT (-117.08482 51.277912),kickinghorse
,,,POINT (-117.081247 51.274737),kickinghorse
,,,POINT (-117.080414 51.274842),kickinghorse
,,,POINT (-117.085831 51.276626),kickinghorse
,,,POINT (-117.081815 51.277525),kickinghorse
,,,POINT (-117.084095 51.277054),kickinghorse
,,,POINT (-117.085821 51.27619),kickinghorse
,,,POINT (-117.086108 51.276085),kickinghorse
,,,POINT (-117.084798 51.276283),kickinghorse
,,,POINT (-117.083602 51.276197),kickinghorse
,,,POINT (-117.08266 51.27644),kickinghorse
,,,POINT (-117.082104 51.277046),kickinghorse
,,,POINT (-117.082183 51.275124),kickinghorse
,,,POINT (-117.081671 51.275661),kickinghorse
,,,POINT (-117.080956 51.276036),kickinghorse
,,,POINT (-117.080602 51.276478),kickinghorse
,,,POINT (-117.080494 51.276772),kickinghorse
,,,POINT (-117.08009 51.277165),kickinghorse
,,,POINT (-117.080359 51.277911),kickinghorse
,,,POINT (-117.0802 51.276009),kickinghorse
,,,POINT (-117.080672 51.275727),kickinghorse
,,,POINT (-117.081552 51.275365),kickinghorse
,,,POINT (-117.081809 51.274989),kickinghorse
,,,POINT (-117.081058 51.274881),kickinghorse
,,,POINT (-117.084899 51.278103),kickinghorse
,,,POINT (-117.086058 51.27813),kickinghorse
,,,POINT (-117.076652 51.274362),kickinghorse
,,,POINT (-117.07633 51.274422),kickinghorse
,,,POINT (-117.07701 51.274465),kickinghorse
,,,POINT (-117.078022 51.274872),kickinghorse
,,,POINT (-117.078736 51.274845),kickinghorse
,,,POINT (-117.078145 51.274993),kickinghorse
,,,POINT (-117.079818 51.274886),kickinghorse
,,,POINT (-117.076053 51.274629),kickinghorse
,,,POINT (-117.073759 51.274683),kickinghorse
,,,POINT (-117.074343 51.27452),kickinghorse
,,,POINT (-117.073651 51.274872),kickinghorse
,,,POINT (-117.075598 51.274561),kickinghorse
,,,POINT (-117.074862 51.274588),kickinghorse
,,,POINT (-117.075317 51.274439),kickinghorse
,,,POINT (-117.078428 51.274908),kickinghorse
,,,POINT (-117.079308 51.278599),kickinghorse
,,,POINT (-117.077769 51.274883),kickinghorse
,,,POINT (-117.076558 51.276401),kickinghorse
,,,POINT (-117.076009 51.276933),kickinghorse
,,,POINT (-117.07799 51.275325),kickinghorse
,,,POINT (-117.077286 51.275782),kickinghorse
,,,POINT (-117.075543 51.277432),kickinghorse
,,,POINT (-117.075021 51.278125),kickinghorse
,,,POINT (-117.074651 51.278406),kickinghorse
,,,POINT (-117.07932 51.278157),kickinghorse
,,,POINT (-117.079728 51.277862),kickinghorse
,,,POINT (-117.079749 51.277217),kickinghorse
,,,POINT (-117.079857 51.276506),kickinghorse
,,,POINT (-117.08005 51.275096),kickinghorse
,,,POINT (-117.07932 51.275043),kickinghorse
,,,POINT (-117.077384 51.275718),kickinghorse
,,,POINT (-117.075615 51.277355),kickinghorse
,,,POINT (-117.075139 51.277969),kickinghorse
,,,POINT (-117.073977 51.275049),kickinghorse
,,,POINT (-117.074707 51.274821),kickinghorse
,,,POINT (-117.075415 51.274647),kickinghorse
,,,POINT (-117.076445 51.274808),kickinghorse
,,,POINT (-117.094727 51.278895),kickinghorse
,,,POINT (-117.09537 51.27911),kickinghorse
,,,POINT (-117.095628 51.279418),kickinghorse
,,,POINT (-117.096164 51.279687),kickinghorse
,,,POINT (-117.096615 51.280103),kickinghorse
,,,POINT (-117.097001 51.280479),kickinghorse
,,,POINT (-117.09728 51.280922),kickinghorse
,,,POINT (-117.097452 51.281177),kickinghorse
,,,POINT (-117.097516 51.281767),kickinghorse
,,,POINT (-117.0961 51.281714),kickinghorse
,,,POINT (-117.095306 51.281687),kickinghorse
,,,POINT (-117.094491 51.281673),kickinghorse
,,,POINT (-117.093504 51.281808),kickinghorse
,,,POINT (-117.098224 51.281895),kickinghorse
,,,POINT (-117.098525 51.282217),kickinghorse
,,,POINT (-117.098675 51.282539),kickinghorse
,,,POINT (-117.098439 51.283371),kickinghorse
,,,POINT (-117.097087 51.283479),kickinghorse
,,,POINT (-117.096551 51.283505),kickinghorse
,,,POINT (-117.095413 51.283774),kickinghorse
,,,POINT (-117.094297 51.283921),kickinghorse
,,,POINT (-117.093353 51.283921),kickinghorse
,,,POINT (-117.093777 51.281771),kickinghorse
,,,POINT (-117.092109 51.282143),kickinghorse
,,,POINT (-117.091401 51.281901),kickinghorse
,,,POINT (-117.090478 51.281834),kickinghorse
,,,POINT (-117.089641 51.281955),kickinghorse
,,,POINT (-117.089169 51.28213),kickinghorse
,,,POINT (-117.088697 51.282143),kickinghorse
,,,POINT (-117.088053 51.282103),kickinghorse
,,,POINT (-117.08741 51.282224),kickinghorse
,,,POINT (-117.087023 51.282425),kickinghorse
,,,POINT (-117.092602 51.284002),kickinghorse
,,,POINT (-117.091658 51.284284),kickinghorse
,,,POINT (-117.090757 51.284673),kickinghorse
,,,POINT (-117.08947 51.284968),kickinghorse
,,,POINT (-117.092087 51.2847),kickinghorse
,,,POINT (-117.089036 51.285054),kickinghorse
,,,POINT (-117.090392 51.284757),kickinghorse
,,,POINT (-117.088246 51.28521),kickinghorse
,,,POINT (-117.086787 51.285304),kickinghorse
,,,POINT (-117.092302 51.28529),kickinghorse
,,,POINT (-117.09198 51.285773),kickinghorse
,,,POINT (-117.091036 51.286337),kickinghorse
,,,POINT (-117.089555 51.286713),kickinghorse
,,,POINT (-117.088096 51.287048),kickinghorse
,,,POINT (-117.086744 51.286861),kickinghorse
,,,POINT (-117.08773 51.285243),kickinghorse
,,,POINT (-117.082177 51.279078),kickinghorse
,,,POINT (-117.081402 51.278946),kickinghorse
,,,POINT (-117.081649 51.278987),kickinghorse
,,,POINT (-117.081923 51.279069),kickinghorse
,,,POINT (-117.082557 51.279112),kickinghorse
,,,POINT (-117.084687 51.279507),kickinghorse
,,,POINT (-117.083767 51.280173),kickinghorse
,,,POINT (-117.082202 51.280971),kickinghorse
,,,POINT (-117.080658 51.281837),kickinghorse
,,,POINT (-117.083676 51.280076),kickinghorse
,,,POINT (-117.082366 51.280887),kickinghorse
,,,POINT (-117.08133 51.281259),kickinghorse
,,,POINT (-117.080329 51.279351),kickinghorse
,,,POINT (-117.081032 51.279107),kickinghorse
,,,POINT (-117.081777 51.279222),kickinghorse
,,,POINT (-117.083637 51.278774),kickinghorse
,,,POINT (-117.082882 51.283136),kickinghorse
,,,POINT (-117.082539 51.283754),kickinghorse
,,,POINT (-117.082045 51.284062),kickinghorse
,,,POINT (-117.08138 51.284371),kickinghorse
,,,POINT (-117.080347 51.284674),kickinghorse
,,,POINT (-117.083589 51.28013),kickinghorse
,,,POINT (-117.086315 51.282707),kickinghorse
,,,POINT (-117.085521 51.283015),kickinghorse
,,,POINT (-117.084856 51.283284),kickinghorse
,,,POINT (-117.084298 51.283163),kickinghorse
,,,POINT (-117.083762 51.283096),kickinghorse
,,,POINT (-117.082153 51.283472),kickinghorse
,,,POINT (-117.08138 51.283888),kickinghorse
,,,POINT (-117.08065 51.284304),kickinghorse
,,,POINT (-117.085521 51.285062),kickinghorse
,,,POINT (-117.08477 51.285009),kickinghorse
,,,POINT (-117.083247 51.284874),kickinghorse
,,,POINT (-117.082165 51.284726),kickinghorse
,,,POINT (-117.084228 51.285105),kickinghorse
,,,POINT (-117.083896 51.284931),kickinghorse
,,,POINT (-117.08614 51.28518),kickinghorse
,,,POINT (-117.085682 51.279023),kickinghorse
,,,POINT (-117.085682 51.279023),kickinghorse
,,,POINT (-117.077506 51.280101),kickinghorse
,,,POINT (-117.073634 51.282909),kickinghorse
,,,POINT (-117.074185 51.282908),kickinghorse
,,,POINT (-117.079877 51.279282),kickinghorse
,,,POINT (-117.077405 51.281552),kickinghorse
,,,POINT (-117.07716 51.282353),kickinghorse
,,,POINT (-117.079123 51.279458),kickinghorse
,,,POINT (-117.078299 51.279973),kickinghorse
,,,POINT (-117.074482 51.283059),kickinghorse
,,,POINT (-117.079394 51.27904),kickinghorse
,,,POINT (-117.076141 51.280975),kickinghorse
,,,POINT (-117.075185 51.283739),kickinghorse
,,,POINT (-117.076605 51.282785),kickinghorse
,,,POINT (-117.074953 51.282691),kickinghorse
,,,POINT (-117.077482 51.281706),kickinghorse
,,,POINT (-117.077059 51.282543),kickinghorse
,,,POINT (-117.076861 51.280184),kickinghorse
,,,POINT (-117.076406 51.280279),kickinghorse
,,,POINT (-117.076508 51.280419),kickinghorse
,,,POINT (-117.075894 51.280649),kickinghorse
,,,POINT (-117.075222 51.281137),kickinghorse
,,,POINT (-117.074103 51.281647),kickinghorse
,,,POINT (-117.075538 51.281686),kickinghorse
,,,POINT (-117.074895 51.282238),kickinghorse
